unicef_region,iso3,country,vaccine,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
East Asia & Pacific,TON,Tonga,HepB3,78,78,80,82,77,82,82,84,84,87,89,89,90,85,88,91,93,90,95,95,94,91,90,96,82,88,94,,,,,,,,,,
Latin America & Caribbean,TTO,Trinidad and Tobago,HepB3,97,90,92,92,92,90,90,90,90,89,89,95,94,76,5,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,TUN,Tunisia,HepB3,98,98,98,98,97,98,98,99,99,98,99,97,96,92,93,94,94,94,91,88,83,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TUR,Turkey,HepB3,98,97,96,97,97,96,96,94,92,96,82,85,77,68,72,77,71,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TKM,Turkmenistan,HepB3,98,99,97,98,98,97,96,97,96,98,98,99,96,97,96,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TUV,Tuvalu,HepB3,94,96,89,90,97,96,89,91,99,97,97,79,98,95,99,99,81,93,96,88,86,49,17,,,,,,,,,,,,,,
Eastern & Southern Africa,UGA,Uganda,HepB3,78,78,78,78,78,82,80,79,71,73,64,64,62,44,29,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,UKR,Ukraine,HepB3,26,22,22,46,46,21,48,66,84,92,96,97,98,77,48,7,4,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,ARE,United Arab Emirates,HepB3,99,99,99,98,96,95,94,93,92,92,92,92,92,92,92,92,92,92,96,90,90,90,90,90,,,,,,,,,,,,,
Western Europe,GBR,United Kingdom of Great Britain and Northern Ireland,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,TZA,United Republic of Tanzania,HepB3,97,98,97,91,92,90,91,85,86,83,90,90,95,95,89,,,,,,,,,,,,,,,,,,,,,,
North America,USA,United States of America,HepB3,93,92,92,91,90,91,92,92,94,93,93,93,92,92,88,89,90,88,87,84,82,68,42,16,,,,,,,,,,,,,
Latin America & Caribbean,URY,Uruguay,HepB3,95,95,95,94,95,95,95,95,94,94,95,96,94,91,95,94,92,93,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,UZB,Uzbekistan,HepB3,99,99,99,99,99,99,99,98,91,99,98,99,99,99,62,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VUT,Vanuatu,HepB3,64,64,64,64,64,63,62,62,61,60,59,61,63,64,66,68,70,71,73,75,69,66,69,82,82,46,,,,,,,,,,,
Latin America & Caribbean,VEN,Venezuela (Bolivarian Republic of),HepB3,84,87,78,82,81,78,78,84,53,62,71,88,82,72,60,53,5,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VNM,Viet Nam,HepB3,96,97,95,59,97,95,88,94,87,67,93,94,94,78,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,YEM,Yemen,HepB3,71,69,73,73,67,69,76,76,78,79,78,80,43,38,31,19,14,9,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZMB,Zambia,HepB3,91,90,86,79,78,81,83,94,87,80,81,82,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZWE,Zimbabwe,HepB3,90,87,91,95,97,94,90,73,75,72,68,65,68,70,73,76,79,31,24,16,9,1,,,,,,,,,,,,,,,
