unicef_region,iso3,country,vaccine,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Latin America & Caribbean,TTO,Trinidad and Tobago,RCV1,86,89,96,91,85,92,92,94,91,91,89,93,95,88,87,91,90,88,90,88,88,84,86,87,83,93,70,59,72,68,42,32,10,,,,
Middle East & North Africa,TUN,Tunisia,RCV1,96,98,98,94,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TUR,Turkey,RCV1,98,97,94,98,96,98,97,97,97,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TKM,Turkmenistan,RCV1,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TUV,Tuvalu,RCV1,96,94,94,96,98,98,85,90,93,95,84,62,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,UGA,Uganda,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,UKR,Ukraine,RCV1,42,56,56,79,79,67,56,75,94,97,98,96,99,99,99,99,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,ARE,United Arab Emirates,RCV1,99,99,99,98,96,95,94,93,92,92,92,92,94,94,94,94,94,96,95,95,90,90,90,90,85,82,80,78,74,71,67,60,,,,,
Western Europe,GBR,United Kingdom of Great Britain and Northern Ireland,RCV1,92,95,93,93,92,90,89,86,86,86,85,82,81,82,85,85,88,88,87,91,92,92,91,91,92,90,87,84,80,76,71,68,63,60,58,55,53
Eastern & Southern Africa,TZA,United Republic of Tanzania,RCV1,90,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,USA,United States of America,RCV1,92,92,92,92,91,92,92,90,92,92,92,92,93,93,91,91,91,92,92,91,91,88,89,84,83,87,90,94,98,82,97,97,98,98,97,97,86
Latin America & Caribbean,URY,Uruguay,RCV1,95,96,96,96,96,95,95,94,95,96,94,95,95,95,95,94,89,99,96,92,89,90,90,90,93,96,97,82,72,88,82,59,66,65,52,,
Eastern Europe & Central Asia,UZB,Uzbekistan,RCV1,99,99,99,97,99,99,98,95,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VUT,Vanuatu,RCV1,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,VEN,Venezuela (Bolivarian Republic of),RCV1,88,92,89,85,87,86,79,87,93,87,82,76,80,83,83,98,84,84,92,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VNM,Viet Nam,RCV1,99,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,YEM,Yemen,RCV1,70,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZMB,Zambia,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZWE,Zimbabwe,RCV1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
